id;taxon_name;photo_url
375470129;Xanthomendoza hasseana; https://inaturalist-open-data.s3.amazonaws.com/photos/456526694/medium.jpg
375470144;Coprinellus micaceus; https://static.inaturalist.org/photos/200982305/medium.jpg
374070144;Strigoderma arbicola; https://inaturalist-open-data.s3.amazonaws.com/photos/136805788/medium.jpg
374050144;Hyalinobatrachinae ;https://static.inaturalist.org/photos/85595260/medium.jpg
374050143; Morus alba; https://inaturalist-open-data.s3.amazonaws.com/photos/41558022/medium.jpeg
364050143;Polytmus guainumbi ; https://inaturalist-open-data.s3.amazonaws.com/photos/664563556/medium.jpg
364150143;Baijiania taiwaniana; https://static.inaturalist.org/photos/401063523/medium.jpeg


